unix,low,high,open,close,volume,datetime,vol_fiat
1627862400,14.788,15.929,15.531,15.135,159788.864,2021-08-02,2418404.45664
1627776000,13.951,16.754,14.151,15.545,304305.706,2021-08-01,4730432.19977
1627689600,13.148,14.35,13.314,14.134,91511.072,2021-07-31,1293417.491648
1627603200,12.087,13.347,12.863,13.34,119201.014,2021-07-30,1590141.52676
1627516800,12.071,12.937,12.277,12.856,82147.51,2021-07-29,1056088.3885599999
1627430400,11.813,12.502,12.173,12.248,105540.499,2021-07-28,1292660.0317519999
1627344000,11.331,12.32,11.818,12.165,86189.146,2021-07-27,1048490.9610899999
1627257600,11.595,12.956,11.669,11.806,199219.886,2021-07-26,2351989.974116
1627171200,11.116,11.755,11.69,11.684,65451.944,2021-07-25,764740.513696
1627084800,11.155,11.956,11.397,11.72,80226.059,2021-07-24,940249.41148
1626998400,10.492,11.479,11.202,11.376,117216.902,2021-07-23,1333459.477152
1626912000,10.026,11.386,10.426,11.165,137168.214,2021-07-22,1531483.10931
1626825600,9.063,10.919,9.294,10.434,102667.103,2021-07-21,1071228.552702
1626739200,8.8,9.78,9.71,9.342,104261.556,2021-07-20,974011.456152
1626652800,9.611,10.786,10.705,9.706,101637.779,2021-07-19,986496.2829739999
1626566400,10.399,10.946,10.443,10.716,67521.723,2021-07-18,723562.7836679999
1626480000,9.937,10.802,10.173,10.403,71721.642,2021-07-17,746120.2417260001
1626393600,10.15,11.269,11.076,10.15,57047.826,2021-07-16,579035.4339000001
1626307200,10.8,11.922,11.66,11.076,69685.649,2021-07-15,771838.248324
1626220800,11.178,12.052,12.052,11.697,89069.576,2021-07-14,1041846.830472
1626134400,11.898,12.73,12.518,12.052,41388.399,2021-07-13,498812.98474799993
1626048000,12.157,13.195,13.0,12.518,42871.324,2021-07-12,536663.233832
1625961600,12.776,13.234,12.916,13.051,13377.781,2021-07-11,174593.419831
1625875200,12.689,13.474,13.2,12.886,16558.861,2021-07-10,213377.482846
1625788800,12.546,13.403,12.935,13.205,31428.101,2021-07-09,415008.073705
1625702400,12.671,14.329,14.289,12.916,68626.632,2021-07-08,886381.5789119999
1625616000,13.621,14.966,13.68,14.298,119575.376,2021-07-07,1709688.7260480002
1625529600,12.818,13.66,12.824,13.66,53588.0,2021-07-06,732012.08
1625443200,12.44,13.43,13.43,12.851,70060.475,2021-07-05,900347.1642250002
1625356800,12.785,14.252,13.065,13.432,56005.382,2021-07-04,752264.291024
1625270400,12.681,13.279,12.883,13.062,24792.079,2021-07-03,323834.135898
1625184000,12.351,13.048,12.866,12.894,43886.218,2021-07-02,565868.894892
1625097600,12.542,13.82,13.82,12.819,38325.042,2021-07-01,491288.71339800005
1625011200,12.744,13.959,13.686,13.861,83645.908,2021-06-30,1159415.9307879999
1624924800,13.177,14.4,13.243,13.666,108016.329,2021-06-29,1476151.152114
1624838400,12.248,13.457,12.581,13.211,60129.88,2021-06-28,794375.84468
1624752000,11.806,12.998,12.333,12.57,44339.878,2021-06-27,557352.26646
1624665600,11.515,12.581,12.179,12.271,51226.925,2021-06-26,628605.596675
1624579200,12.123,14.019,13.656,12.16,51086.354,2021-06-25,621210.06464
1624492800,12.375,13.934,13.398,13.637,62286.151,2021-06-24,849396.241187
1624406400,11.734,14.094,12.237,13.239,151220.325,2021-06-23,2002005.8826750002
1624320000,11.052,19.75,13.289,12.313,176719.933,2021-06-22,2175952.535029
1624233600,13.187,17.456,17.392,13.208,87428.454,2021-06-21,1154755.020432
1624147200,16.0,17.677,17.124,17.367,55249.188,2021-06-20,959512.6479960001
1624060800,17.099,18.297,18.113,17.099,31236.276,2021-06-19,534109.083324
1623974400,17.043,18.999,18.934,18.128,64248.236,2021-06-18,1164692.022208
1623888000,18.511,20.241,19.234,18.934,42650.445,2021-06-17,807543.52563
1623801600,18.7,19.927,19.5,19.306,21034.594,2021-06-16,406093.87176400004
