unix,low,high,open,close,volume,datetime,vol_fiat
1628208000,1.1535,1.211,1.1707,1.1913,4321064.23,2021-08-06,5147683.817199001
1628121600,1.1326,1.1808,1.1637,1.1701,2750572.03,2021-08-05,3218444.3323029997
1628035200,1.1171,1.1789,1.1553,1.1632,2971699.7,2021-08-04,3456681.0910400003
1627948800,1.0628,1.164,1.1016,1.1536,4338579.7,2021-08-03,5004985.54192
1627862400,1.091,1.1371,1.1082,1.1022,2540121.97,2021-08-02,2799722.4353340003
1627776000,1.0966,1.1686,1.112,1.109,4125321.41,2021-08-01,4574981.44369
1627689600,1.0848,1.1235,1.1055,1.1122,3303018.79,2021-07-31,3673617.498238
1627603200,1.0494,1.1091,1.0825,1.105,3033642.03,2021-07-30,3352174.4431499997
1627516800,1.0469,1.0928,1.0868,1.0812,2832440.63,2021-07-29,3062434.8091559997
1627430400,1.0647,1.1171,1.0831,1.0856,3903344.96,2021-07-28,4237471.288575999
1627344000,1.029,1.1149,1.0633,1.0845,6003373.48,2021-07-27,6510658.53906
1627257600,1.0387,1.1861,1.0432,1.0633,11135336.43,2021-07-26,11840203.226018999
1627171200,1.0116,1.0533,1.0496,1.044,1746836.58,2021-07-25,1823697.3895200002
1627084800,1.0167,1.0625,1.0252,1.0485,2005386.38,2021-07-24,2102647.61943
1626998400,0.9738,1.0269,1.0067,1.0251,2104470.95,2021-07-23,2157293.170845
1626912000,0.9759,1.0264,0.9902,1.0067,2272589.21,2021-07-22,2287815.5577069996
1626825600,0.8815,1.0389,0.894,0.9903,5312919.64,2021-07-21,5261384.319491999
1626739200,0.8658,0.9621,0.9516,0.896,8014949.72,2021-07-20,7181394.94912
1626652800,0.9429,1.0101,0.9997,0.9498,3562436.62,2021-07-19,3383602.301676
1626566400,0.9901,1.0315,0.993,1.0007,1616145.49,2021-07-18,1617276.7918429999
1626480000,0.9751,1.0132,0.9915,0.9939,1881217.28,2021-07-17,1869741.8545920001
1626393600,0.9874,1.0545,1.0381,0.9918,3608501.68,2021-07-16,3578911.9662240003
1626307200,1.022,1.0889,1.0686,1.0368,1891704.45,2021-07-15,1961319.17376
1626220800,1.0173,1.092,1.0734,1.0678,2525734.84,2021-07-14,2696979.6621520002
1626134400,1.0612,1.115,1.1072,1.0762,2093191.0,2021-07-13,2252692.1542
1626048000,1.09,1.1585,1.1355,1.1071,2060378.01,2021-07-12,2281044.494871
1625961600,1.1166,1.1512,1.1272,1.1356,907448.56,2021-07-11,1030498.584736
1625875200,1.111,1.1514,1.1363,1.1254,816867.2,2021-07-10,919302.34688
1625788800,1.0885,1.1592,1.1211,1.1363,1790298.47,2021-07-09,2034316.151461
1625702400,1.1148,1.1912,1.189,1.1216,2667009.07,2021-07-08,2991317.3729119995
1625616000,1.1877,1.2193,1.197,1.1903,1973015.02,2021-07-07,2348479.778306
1625529600,1.1761,1.2267,1.1835,1.1961,2299864.48,2021-07-06,2750867.904528
1625443200,1.1612,1.2316,1.2316,1.1838,2781922.2,2021-07-05,3293239.50036
1625356800,1.1651,1.2593,1.1834,1.2316,2531529.46,2021-07-04,3117831.682936
1625270400,1.1467,1.2179,1.1774,1.184,2079394.73,2021-07-03,2462003.36032
1625184000,1.0866,1.1774,1.125,1.1774,2976391.74,2021-07-02,3504403.634676
1625097600,1.1004,1.1698,1.1688,1.1234,3045140.77,2021-07-01,3420911.141018
1625011200,1.0824,1.18,1.1527,1.168,4087765.92,2021-06-30,4774510.594559999
1624924800,1.1074,1.195,1.1128,1.1536,4428418.52,2021-06-29,5108623.604671999
1624838400,1.0958,1.1353,1.1231,1.1109,3508675.41,2021-06-28,3897787.5129690003
1624752000,1.0412,1.13,1.05,1.1186,3462231.86,2021-06-27,3872852.558596
1624665600,1.007,1.084,1.0549,1.05,4100638.97,2021-06-26,4305670.918500001
1624579200,1.043,1.1683,1.1429,1.0526,6266956.35,2021-06-25,6596598.254009999
1624492800,1.0082,1.1733,1.05,1.1403,5197124.15,2021-06-24,5926280.668245001
1624406400,0.93,1.0965,0.969,1.0489,7078192.46,2021-06-23,7424316.071293999
1624320000,0.8432,1.0613,0.985,0.97,21091583.16,2021-06-22,20458835.6652
1624233600,0.9801,1.2083,1.2025,0.9867,10497725.89,2021-06-21,10358106.135663
1624147200,1.105,1.2259,1.1701,1.202,4147382.72,2021-06-20,4985154.02944
1624060800,1.1702,1.2189,1.1948,1.1708,1710877.69,2021-06-19,2003095.599452
1623974400,1.1602,1.2534,1.2447,1.1966,3182296.47,2021-06-18,3807935.9560020007
1623888000,1.2237,1.2856,1.2376,1.2458,1829408.13,2021-06-17,2279076.648354
1623801600,1.2269,1.2991,1.28,1.2373,3137550.98,2021-06-16,3882091.827554
1623715200,1.2749,1.3287,1.301,1.2826,3008852.69,2021-06-15,3859154.460194
1623628800,1.2419,1.316,1.2928,1.301,3269273.6,2021-06-14,4253324.9536
1623542400,1.16,1.3054,1.2287,1.2896,3326233.57,2021-06-13,4289510.811872
1623456000,1.125,1.2367,1.1877,1.2257,3909029.41,2021-06-12,4791297.347837
1623369600,1.1721,1.2706,1.26,1.1877,3912384.61,2021-06-11,4646739.201297
1623283200,1.2336,1.344,1.3367,1.2587,3984757.58,2021-06-10,5015614.3659459995
1623196800,1.2192,1.3413,1.3006,1.3366,5441267.52,2021-06-09,7272798.167231999
1623110400,1.1485,1.3114,1.2836,1.3015,10745175.17,2021-06-08,13984845.483755002
1623024000,1.275,1.4322,1.3789,1.2858,5143401.96,2021-06-07,6613386.240168001
1622937600,1.3529,1.4071,1.3639,1.3786,1845528.4,2021-06-06,2544245.45224
1622851200,1.3276,1.4717,1.4067,1.3656,4119554.86,2021-06-05,5625664.116815999
1622764800,1.3264,1.5248,1.5223,1.4057,8599022.2,2021-06-04,12087645.506539999
1622678400,1.4052,1.55,1.4323,1.5199,6174014.28,2021-06-03,9383884.304172
1622592000,1.4059,1.48,1.425,1.4377,5451078.45,2021-06-02,7837015.487565001
1622505600,1.355,1.4544,1.4169,1.4236,6943859.39,2021-06-01,9885278.227604
1622419200,1.253,1.4312,1.2924,1.419,7001815.22,2021-05-31,9935575.79718
1622332800,1.1092,1.3972,1.1541,1.2939,8742575.64,2021-05-30,11312018.620596
1622246400,1.0981,1.282,1.2429,1.155,10410039.77,2021-05-29,12023595.934349999
1622160000,1.1902,1.3782,1.3593,1.2436,14921700.99,2021-05-28,18556627.351164002
1622073600,1.3221,1.4699,1.46,1.3594,7403865.22,2021-05-27,10064814.380067999
1621987200,1.2696,1.5,1.2708,1.4622,15355129.91,2021-05-26,22452270.954402
1621900800,1.1714,1.3518,1.2702,1.2682,13608258.7,2021-05-25,17257993.683339998
1621814400,1.0358,1.3124,1.0811,1.27,24271713.74,2021-05-24,30825076.4498
1621728000,0.8652,1.2659,1.204,1.0808,34459135.5,2021-05-23,37243433.6484
1621641600,1.1249,1.3191,1.2741,1.2052,12952951.37,2021-05-22,15610896.991124
1621555200,1.08,1.5329,1.4779,1.2751,26999560.53,2021-05-21,34427139.631803
1621468800,1.1001,1.6443,1.2221,1.4795,34182208.39,2021-05-20,50572577.313005
1621382400,0.8163,1.6646,1.6423,1.2219,60167102.67,2021-05-19,73518182.752473
1621296000,1.62,1.7682,1.6707,1.6424,13276955.83,2021-05-18,21806072.255192
1621209600,1.5701,1.9172,1.8956,1.6713,24256619.18,2021-05-17,40540087.635534
1621123200,1.6439,2.0322,1.8061,1.8971,26102733.32,2021-05-16,49519495.381372
1621036800,1.6206,2.1,1.6555,1.806,32946072.17,2021-05-15,59500606.33902001
1620950400,1.501,1.6855,1.6157,1.6565,16382045.94,2021-05-14,27136859.09961
1620864000,1.2424,1.75,1.3017,1.6188,34546499.72,2021-05-13,55923873.746736
1620777600,1.3,1.5019,1.4515,1.3015,11104755.43,2021-05-12,14452839.192145001
1620691200,1.312,1.4636,1.3509,1.4532,11842957.74,2021-05-11,17210186.187768
1620604800,1.2679,1.502,1.4532,1.3539,13452199.29,2021-05-10,18212932.618731
1620518400,1.2991,1.5127,1.3328,1.4548,14509115.75,2021-05-09,21107861.5931
1620432000,1.2901,1.3644,1.3634,1.334,6142342.47,2021-05-08,8193884.85498
1620345600,1.2601,1.4495,1.3681,1.3631,14446949.64,2021-05-07,19692637.054284
1620259200,1.1878,1.41,1.2309,1.3681,23870688.66,2021-05-06,32657489.155746
1620172800,1.0508,1.2478,1.0582,1.2305,12445780.26,2021-05-05,15314532.60993
1620086400,1.0476,1.1336,1.13,1.0588,9376440.0,2021-05-04,9927774.672
